tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,date,category_raw,category
583155,257524,True,Sun Dec 03 13:31:19 +0000 2017,"Flown 4 different airlines the past month and @Delta is by far the worst! In fact, the only one that wasn’t seamless.",583154,,2017-12-03,complaint,complaint
583159,257526,True,Sun Dec 03 13:25:55 +0000 2017,@Delta I’m. Medallion member choosing to go stand by..I didn’t realize this came with rude gate agents. I would have kept original flight in Comfort with Sky Priority boarding. #workoncustomerserviceforyourloyalcustomers,583158,,2017-12-03,complaint,complaint
588916,259195,True,Sun Dec 03 16:02:25 +0000 2017,Shout out to @Delta they alwayssss come through!!!!,588915,,2017-12-03,compliment,compliment
587570,258485,True,Sun Dec 03 15:25:42 +0000 2017,Another shout out and big thank you 🙏 to @Delta #LAX for finding my work load. Or maybe not. 🤣Got along just fine without it! #thanksnothanks https://t.co/r2OJPADz7s,587569,,2017-12-03,compliment,compliment
586419,258486,True,Sun Dec 03 15:13:56 +0000 2017,@DELTA so is policy to install navigation upgrade without testing them?? Or that just my experience? DL2233,"586418,586420",,2017-12-03,complaint,complaint
586422,258487,True,Sun Dec 03 15:09:33 +0000 2017,Thank you Ms. Williams for your help today. @Delta flight 1294 from ATL.,586421,,2017-12-03,compliment,compliment
586425,258488,True,Sun Dec 03 14:59:46 +0000 2017,@Delta I'm somehow not able to elevate my status despite meeting criteria. Any reason?,586423,,2017-12-03,question,question
587556,258806,True,Sun Dec 03 15:53:34 +0000 2017,@Delta how can I get my sky miles account unlocked without waiting over an hour on the phone? #Delta,587555,,2017-12-03,question,question
587559,242576,True,Sun Dec 03 15:50:53 +0000 2017,Good morning @Delta - having a great flight this morning. The crew on DL1654 is first rate.,587557,,2017-12-03,compliment,compliment
587561,258807,True,Sun Dec 03 15:43:52 +0000 2017,Hey @Delta just wanted to let you know I missed my grandfather's funeral because you wouldn't let me on the plane. Just because I wasn't 30 minutes early. (Was 25) And then you wouldn't offer me a refund either. How does it feel to steal $600 from a service member in his blues?,"587562,587560",,2017-12-03,complaint,complaint
587564,258150,True,Sun Dec 03 15:29:41 +0000 2017,Happy To Be On My Way Soon Via @Delta #HappyHolidays https://t.co/ILpqN4wwZS,"587563,587565,587566,587567,587568",,2017-12-03,compliment,compliment
587572,258808,True,Sun Dec 03 15:41:14 +0000 2017,@Delta I am really happy with this new satellite internet.  Much better.  Bravo Zulu.,587571,,2017-12-03,compliment,compliment
584267,257856,True,Sun Dec 03 14:27:49 +0000 2017,@Delta your food was the bomb,584266,,2017-12-03,compliment,compliment
587574,258809,True,Sun Dec 03 15:34:45 +0000 2017,"Buying Wi-Fi and having to log in/out 87 times on consecutive flights is basically paying to torture yourself. Tysm, @Delta",587573,,2017-12-03,complaint,complaint
587576,250982,True,Sun Dec 03 15:30:32 +0000 2017,Made it on my first flight ever thanks to @Delta - where's the champagne?! Connecting and headed to Tampa from ATL next! https://t.co/oMfM9tAwct,587575,,2017-12-03,compliment,compliment
587578,258810,True,Sun Dec 03 15:29:19 +0000 2017,@Delta how about serving soft pretzels in your Pennsylvania clubs instead of bagels? Treat us to this local delicacy. Please. https://t.co/PLVdB6oXbH,587577,,2017-12-03,compliment,compliment
587580,258811,True,Sun Dec 03 15:25:58 +0000 2017,@Delta your man Kasimir just saved what might as well be my life. Raise and promotion surely in order.,587579,,2017-12-03,compliment,compliment
587582,258812,True,Sun Dec 03 15:25:28 +0000 2017,Thanks to the gate agents and amazing crew on @Delta 2280 LGA to Tampa for the wonderful experience traveling solo with Olivia. You are rock stars! ⭐️⭐️⭐️🌈 https://t.co/43UtEF9aGK,587581,,2017-12-03,compliment,compliment
588902,259191,True,Sun Dec 03 16:14:06 +0000 2017,@Delta Where can I leave a review at ? Horribly disappointed in the way customer service treats passengers,588901,,2017-12-03,complaint,complaint
588910,259193,True,Sun Dec 03 16:04:36 +0000 2017,"It's been a warm autumn, but winter arrived with a vengeance when I stepped onto this typically frigid @delta flight.",588909,,2017-12-03,complaint,complaint
586417,258150,True,Sun Dec 03 15:12:58 +0000 2017,#BloddyMary Time!It Is Sunday &amp; I'm Not Flying The @Delta https://t.co/evyt8hkqP2! https://t.co/bueOliSTmt,586416,,2017-12-03,other,other
586415,258485,True,Sun Dec 03 14:53:27 +0000 2017,Another @Delta sunrise in #LAS #headinghome https://t.co/MlvaF8d9qC,586414,,2017-12-03,compliment,compliment
586411,209281,True,Sun Dec 03 15:17:58 +0000 2017,"@120943 @18779 @122828 @Delta I arrived one hour before my flight, checked no bags and went straight to security but still missed flight delta2452 due to ONE @120943 officer checking boarding passes for entire south terminal security. #ATLMayor #Atlanta #Delta https://t.co/tNQPif4v5e",586410,,2017-12-03,complaint,complaint
586406,258484,True,Sun Dec 03 15:27:02 +0000 2017,@delta looking for help changing seats from a middle seat to an aisle on tomorrow's flight 1569.  Conf # HN2TEH...thx,"586405,586407",,2017-12-03,question,question
584269,257857,True,Sun Dec 03 14:25:56 +0000 2017,@Delta Is DL15 from Frankfurt to Atlanta in the air or is it taxiing for 1 1/2 hours? Need to know cant find anything online. Does NOT say in the air. Need to pick a passenger up later. Thanks.,"584268,584270",,2017-12-03,question,question
584272,257858,True,Sun Dec 03 14:23:35 +0000 2017,@Delta can you provide English subtitles for all entertainment? https://t.co/D4jVi3CaY2,584271,,2017-12-03,question,question
584275,257859,True,Sun Dec 03 14:11:52 +0000 2017,@Delta This round trip flight was $182 a weeks ago.. why is there 250% mark up? #Scam https://t.co/ZfCQB2siqe,584273,,2017-12-03,complaint,complaint
584277,257860,True,Sun Dec 03 13:53:33 +0000 2017,@Delta doesn’t have their shit together. Been waiting for a person at the counter for over 30 minutes. They told me to be here at 4:45am. It’s 5:52am and I haven’t seen a sole. @AmericanAir is about to get my business. https://t.co/oXfJk0pASi,584276,,2017-12-03,complaint,complaint
585212,258144,True,Sun Dec 03 14:55:26 +0000 2017,"@Delta Hello, how can my mother get her Skymiles number?",585211,,2017-12-03,question,question
585214,258145,True,Sun Dec 03 14:50:49 +0000 2017,"To the flight crew of @Delta 1299 MCO-BOS this morning-   Well done!  Very professional handling of a medical emergency.
And especially the doctor from 30F!","585213,585215",,2017-12-03,compliment,compliment
585217,258146,True,Sun Dec 03 14:50:23 +0000 2017,@delta please pass my commendation onto flight attendant Gabby for being so professional and welcoming! DL 4180 03DEC JFK/ROC,585216,,2017-12-03,compliment,compliment
585221,207673,True,Sun Dec 03 14:34:00 +0000 2017,@Delta Do you know why the app isn’t showing the upgrade list for flt 2768 tomorrow? It hasn’t shown it since I bought the ticket and I’m curious to know how many seats are left in first.,"585218,585223",,2017-12-03,question,question
585226,258147,True,Sun Dec 03 14:37:22 +0000 2017,"Wow! This is the first time I've ever had problems flying with @Delta. A pilot got sick, and they canceled the entire flight (AUS to SLC) - which is admirable dedication to employees. Hope the pilot's okay.

New flight: AUS to ATL to SEA, arriving at 8:30pm instead of 12:30pm. 😕","585224,585227,585228,585229",,2017-12-03,complaint,complaint
585234,258149,True,Sun Dec 03 14:26:02 +0000 2017,This is what we’re facing with delta airlines. #dontflywithdelta @Delta https://t.co/wVYieYWBe0,"585232,585235,585236",,2017-12-03,complaint,complaint
585238,255078,True,Sun Dec 03 14:34:06 +0000 2017,Many thanks @Delta for the superb customer service this morning! No issue too big or small! Merry Christmas 🎄🎄,585237,,2017-12-03,compliment,compliment
585240,258150,True,Sun Dec 03 14:22:14 +0000 2017,@Delta Terminal Pretty Empty So Far &amp; Plane Ontime-) #Yea https://t.co/NfwIrXWLKL,585239,,2017-12-03,compliment,compliment
585243,158122,True,Sun Dec 03 14:21:04 +0000 2017,@Delta what's a loyal flyer have to do to get a upgrade ? I see lots of comfort plus seats available I am Gold status and still can't get upgraded I don't understand ? #DL2075 I love your airline just wish I could have some perks with it too when available.,585241,,2017-12-03,question,question
585245,258151,True,Sun Dec 03 14:25:33 +0000 2017,@Delta another hour delay because the plane is in a weak signal area. So let’s not move the plane let’s wait a hour for some paperwork Atlanta,585244,,2017-12-03,complaint,complaint
585247,258152,True,Sun Dec 03 14:22:12 +0000 2017,"I just had the BEST quiche I’ve ever tasted in my life on this @Delta flight. Come to think of it, I’ve never had a bad meal flying Delta.",585246,,2017-12-03,compliment,compliment
573255,254733,True,Sun Dec 03 05:18:05 +0000 2017,@Delta Hello. How can I buy seats with extra room when buying a ticket? I had to cancel a reservation because these seats were only available during check in. Even when I try ‘upgrade’ it won’t allow me to purchase the seats. Btw I have Delta membership,573254,,2017-12-03,question,question
573253,254732,True,Sun Dec 03 05:27:10 +0000 2017,".@Delta I wanna change a flight that is 6 months out &amp; I'm looking at $900 worth of ""change fees"" ... I understand it's ""detailed online?"" I'm being gouged by you. Life changes, but that's not your concern. I hear your message loud and clear. #LastDeltaFlight #PaperNotPeople",573251,,2017-12-03,complaint,complaint
573250,118750,True,Sun Dec 03 05:33:35 +0000 2017,The @Delta pilot gave an amazing pre-departure speech to welcome us onboard. Wow.,573249,,2017-12-03,compliment,compliment
566412,252790,True,Sun Dec 03 01:04:06 +0000 2017,@Delta I need help with my reservation tomorrow but can't sit on hold for the hold time of 1hr 10 minutes,"566411,566413",,2017-12-03,question,question
565478,252524,True,Sun Dec 03 00:37:20 +0000 2017,Hey @Delta cinnamon bread isn’t what you use to make a turkey sandwich. Can I get my money back? https://t.co/3bLKjQqYJn,"565477,565479",,2017-12-03,complaint,complaint
565483,252526,True,Sun Dec 03 00:25:38 +0000 2017,@delta 6 hour flight and you no longer provides food? 🤔🤔🤔 Had food on the way. No food on the way back. Hmmmmmmm 🤔🤔🤔🤔🤔,565482,,2017-12-03,complaint,complaint
566382,252784,True,Sun Dec 03 01:21:33 +0000 2017,@Delta mother in law came from Germany to Atlanta to see her daughter.  Haven’t see each other in over a year.  She speaks no English. Her luggage remains in Germany.  You said it would be here the next day.  It wasn’t.  Now they can’t find it.  What will you do make this whole?!,566380,,2017-12-03,complaint,complaint
566386,252785,True,Sun Dec 03 01:22:38 +0000 2017,@delta the flight crew today on flight #953 lax - jfk was fabulous. Professional and courteous. Best crew experience I’ve had in a long time,566385,,2017-12-03,compliment,compliment
566396,252787,True,Sun Dec 03 01:19:56 +0000 2017,My company and I will never fly @Delta again... piss poor service at JFK destroyed at 15 year relationship. #done,"566395,566397",,2017-12-03,complaint,complaint
566407,252788,True,Sun Dec 03 01:12:47 +0000 2017,@Delta please help me,566405,,2017-12-03,question,question
566410,252789,True,Sun Dec 03 00:55:32 +0000 2017,@Delta - it’s time for us to check in but your app won’t let us pick seats. What gives? #airlineproblems,566409,,2017-12-03,Category: Complaint,complaint
566416,252791,True,Sun Dec 03 00:55:26 +0000 2017,Finally got onto @delta Gogo wifi after 2 hours of trying.,566415,,2017-12-03,compliment,compliment
573248,254731,True,Sun Dec 03 05:34:47 +0000 2017,Kudos to the @Delta cabin crew on DL2046 ATL-ROC tonight (12/2)! Very professional and handled a tricky family seating situation calmly and compassionately. Bravo and thanks!,573247,,2017-12-03,compliment,compliment
567219,253035,True,Sun Dec 03 01:48:07 +0000 2017,@Delta You're still garbage. Can't believe you surge priced my flight in the 10 minutes it took me to start booking and hit pay. Hit pay only to see you've raised the price.,567217,,2017-12-03,complaint,complaint
567221,253036,True,Sun Dec 03 01:52:34 +0000 2017,@Delta you may often ponder why your guests never want to check their bag... this is why.... some of your careless employees.. I love flying @Delta but this makes me second guess that. If this is how you treat luggage with our valuables. #youcandobetterthanthis https://t.co/KZpn1msOq1,567220,,2017-12-03,complaint,complaint
567224,253037,True,Sun Dec 03 01:51:29 +0000 2017,Thanks to Reginald “Reggie” Kowalski for going above and beyond to help me find my bag! @Delta,567222,,2017-12-03,compliment,compliment
567226,253038,True,Sun Dec 03 01:29:34 +0000 2017,Is @Delta not monitoring its twitter customer requests? I had 3 DMs unanswered. And it’s odd given I am a #diamondmedallion,"567225,567227,567228",,2017-12-03,complaint,complaint
567230,253039,True,Sun Dec 03 01:51:59 +0000 2017,"@Delta, why is this dinky-ass plane just sitting here?",567229,,2017-12-03,complaint,complaint
567234,253040,True,Sun Dec 03 01:43:15 +0000 2017,Kudos to TKR @Delta for quickly handling my issue! Thank you :),567233,,2017-12-03,compliment,compliment
567241,253042,True,Sun Dec 03 01:27:03 +0000 2017,@Delta the check in counter team was awful today at the New Orleans Airport.  The agents need some serious customer service training.,567240,,2017-12-03,complaint,complaint
565474,247709,True,Sun Dec 03 00:40:34 +0000 2017,"This is the 2nd flight I’ve been on today @Delta with “gate to gate” WiFi that hasn’t been turned on. DL38, DL374",565472,,2017-12-03,complaint,complaint
565470,252522,True,Sun Dec 03 00:23:27 +0000 2017,".@delta I enjoy your airline, but I can’t for the life of me understand why on half of your planes, the speaker used by flight attendants has a buzz that’s so loud and annoying that nobody can understand what’s being said (including important safety instructions). #PleaseFixThis","565469,565471",,2017-12-03,complaint,complaint
565466,252521,True,Sun Dec 03 00:39:44 +0000 2017,Hey @Delta we are traveling as a family and I would really like our seats together and it’s kind of ridiculous that we won’t get our seats until tomorrow.,565465,,2017-12-03,complaint,complaint
565463,252520,True,Sun Dec 03 00:40:13 +0000 2017,@Delta not good! 😡😡😡 at FLL from ATL.... https://t.co/ge6LGUplTi,"565462,565464",,2017-12-03,complaint,complaint
564568,252253,True,Sun Dec 03 00:27:18 +0000 2017,@Delta damage! Thanks guys!! #broken #inearrackistoast https://t.co/yGzfnIDsLq,564567,,2017-12-03,complaint,complaint
564572,252254,True,Sun Dec 03 00:18:39 +0000 2017,@Delta @824 big shout out to the crew of DL582! Outstanding service and awesome people!!,564571,,2017-12-03,compliment,compliment
564578,252256,True,Sun Dec 03 00:23:21 +0000 2017,"@Delta going above and beyond, as usual, you're spoiling me. A good start for our @25963 annual meeting #termisam17 looking forward to seeing a lot of friends doing the most awesome science #mskresearch #orthoresearch https://t.co/dO2M8M1OC1",564577,,2017-12-03,compliment,compliment
564580,247387,True,Sun Dec 03 00:20:37 +0000 2017,"@Delta seeing that you want everybody to fly through #ATL no matter their destination, what are you doing to make it a fun place to transit through?",564579,,2017-12-03,question,question
564582,197430,True,Sun Dec 03 00:20:05 +0000 2017,"@252257 , @54707 , @2838 , @125872 , and @Delta 

https://t.co/h42TyW6KcK",564581,,2017-12-03,other,other
564584,252258,True,Sun Dec 03 00:16:08 +0000 2017,@Delta Kudos to Cassandra IND-DTW-MDW #bestflightattendantEVAH #grateful,564583,,2017-12-03,compliment,compliment
564586,252259,True,Sun Dec 03 00:01:55 +0000 2017,@Delta thanks for two on-time and early landing flights today. I got through customs with time to get a drink before my next flight and got home and luggage before set landing time #thankful,564585,,2017-12-03,compliment,compliment
564590,252260,True,Sun Dec 03 00:03:45 +0000 2017,@Delta  it was my first time flying with you. The people in the checking area are really mean.,564589,,2017-12-03,complaint,complaint
564592,252261,True,Sun Dec 03 00:03:46 +0000 2017,@delta what is the checked bag weight limit for domestic first class?  And restrictions on bag size?,"564591,564593",,2017-12-03,question,question
564595,252262,True,Sun Dec 03 00:01:37 +0000 2017,Reserved my ticket tonight for the @Delta #747farewelltour in DTW. Heading out tomorrow on one of the last pax DL @116705 747 flights. So many feels about to erupt out of my #avgeek heart. Expect a pic or two or dozens...,564594,,2017-12-03,compliment,compliment
565449,252515,True,Sun Dec 03 00:53:33 +0000 2017,@Delta just got home from a flight to ATL and realized my daughter left her tablet on the plane. How do I get ahold of lost and found?,565446,,2017-12-03,question,question
565454,252516,True,Sun Dec 03 00:49:30 +0000 2017,"@824 hey! Terrible flight today from Salt Lake City to Atlanta - no entertainment system, no internet also — I paid first class, I received nothing... https://t.co/B6vliluxo7",565453,,2017-12-03,complaint,complaint
565456,252517,True,Sun Dec 03 00:49:25 +0000 2017,Suspense = checking the @Delta  app once you’re boarded to see if the adjacent seat is still empty #toomuchtravel #sleepambitions,565455,,2017-12-03,other,other
565458,252518,True,Sun Dec 03 00:49:10 +0000 2017,@Delta help me change my flight 😥😥😥😥😥,565457,,2017-12-03,Category: Complaint.,complaint
565460,252519,True,Sun Dec 03 00:36:41 +0000 2017,Thank you @Delta for the rewards program. Excited to be a Diamond Medallion member. #DeltaMedallion https://t.co/s7A2MW307l,"565459,565461",,2017-12-03,compliment,compliment
567243,253043,True,Sun Dec 03 01:21:16 +0000 2017,@Delta how come I got upped to Comfort (ty!) and traveling with my wife and she didn’t? Already spent hour on hold earlier and can’t wait 2 hrs now,567242,,2017-12-03,question,question
568008,177075,True,Sun Dec 03 02:23:11 +0000 2017,"@Delta if I need to change my flight to head home early, what is the protocol?",568007,,2017-12-03,question,question
568010,253249,True,Sun Dec 03 02:09:03 +0000 2017,Thank you @Delta after a long day flying from London to #STL my luggage beat me to the carousel so I was quickly on my way home to bed!,568009,,2017-12-03,compliment,compliment
571404,254233,True,Sun Dec 03 04:03:16 +0000 2017,"Help @Delta I just landed in Panama City, Panama and I left my laptop on the plane! Who do I call??",571403,,2017-12-03,question,question
571408,254235,True,Sun Dec 03 04:11:41 +0000 2017,@Delta always treats me like queen👑Shoutout to them,571407,,2017-12-03,compliment,compliment
571411,254236,True,Sun Dec 03 01:51:48 +0000 2017,@Delta we are stuck in Munich without our luggage. The app doesn’t update where it is. Nobody is responding to messages. #notcool #DeltaAirlines #hotmess,571409,,2017-12-03,complaint,complaint
571416,251963,True,Sun Dec 03 04:03:32 +0000 2017,"Chilling in the @Delta club for a while... (@ Delta Sky Club Terminal 3 in Los Angeles, CA) https://t.co/3RUvmsmEEb https://t.co/Mab4680Qh0",571415,,2017-12-03,compliment,compliment
571421,254238,True,Sun Dec 03 04:00:44 +0000 2017,@Delta Husband left laptop cord on flight how can I report?  Thanks,571419,,2017-12-03,question,question
571424,254239,True,Sun Dec 03 03:59:57 +0000 2017,Being able to communicate with people on earth while you are way up in the sky without any cost - that's the power of @Delta!,571423,,2017-12-03,compliment,compliment
571426,254240,True,Sun Dec 03 03:57:26 +0000 2017,Holy crap @delta auto checked me in to a middle seat for my overnight flight tomorrow and I'm FURIOUS cos I'm registered as preferred window seat. #FirstWorldProblems,"571425,571427,571428",,2017-12-03,complaint,complaint
572099,254433,True,Sun Dec 03 02:48:17 +0000 2017,@Delta just received two hour wait estimate to speak w rep on the Diamond Medallion line. Is there an issue w the system?,572098,,2017-12-03,complaint,complaint
572101,254434,True,Sun Dec 03 04:52:08 +0000 2017,"@Delta hi, can you please tell me if my ticket is refundable?",572100,,2017-12-03,question,question
572105,254435,True,Sun Dec 03 04:43:13 +0000 2017,Thanks to @Delta not only did my souvenir break but so did my Christmas ornament I got from @26469 😭😭😭 ...this is what I get for doing them a favor and checking my carry on cause the flight was booked. https://t.co/qAPCa5gEzA,572104,,2017-12-03,complaint,complaint
572108,254436,True,Sun Dec 03 01:28:30 +0000 2017,@Delta explain to me how your 24hr damaged bag claim policy isn't just a way for you to avoid paying for bags that you broke?,572106,,2017-12-03,complaint,complaint
572111,254437,True,Sun Dec 03 04:25:05 +0000 2017,@Delta With the work that I’m doing in the SouthEast of the US I will be flying with you more...and more.,572110,,2017-12-03,compliment,compliment
572705,246634,True,Sun Dec 03 05:11:53 +0000 2017,"@Delta if I want to do a status match challenge, what’s the easiest way? Can you all help if I provide documentation?","572703,572707",,2017-12-03,question,question
572709,254577,True,Sun Dec 03 05:12:13 +0000 2017,"I need my in-flight coffee @Delta, but I can't do black. Please add nondairy #vegan creamers. ☕️",572708,,2017-12-03,question,question
572712,254578,True,Sun Dec 03 04:54:41 +0000 2017,@Delta why would you charge someone bag fees when they are flying business class on their second leg? Your website doesn't say free bags only if business class is the first leg of your flight. WTF?!,572710,,2017-12-03,complaint,complaint
